Region,State,Year of Year,Death Penalty Status,Murder Rate,Number of Records
Midwest,South Dakota,2015,Death Penalty,3.85,1
Midwest,Indiana,2016,Death Penalty,6.5,1
Midwest,Kansas,2016,Death Penalty,4.54,1
Midwest,Missouri,2016,Death Penalty,8.83,1
Midwest,Nebraska,2016,Death Penalty,2.57,1
Midwest,Ohio,2016,Death Penalty,5.88,1
Midwest,South Dakota,2016,Death Penalty,3.25,1
Midwest,Indiana,2017,Death Penalty,6.201124851,1
Midwest,Kansas,2017,Death Penalty,4.603720975,1
Midwest,Missouri,2017,Death Penalty,9.805828231,1
Midwest,Nebraska,2017,Death Penalty,2.190266352,1
Midwest,Ohio,2017,Death Penalty,6.352810398,1
Midwest,South Dakota,2017,Death Penalty,3.091770623,1
Midwest,Indiana,2018,Death Penalty,6.243001826,1
Midwest,Kansas,2018,Death Penalty,4.190482864,1
Midwest,Missouri,2018,Death Penalty,9.784986759,1
Midwest,Nebraska,2018,Death Penalty,2.284985464,1
Midwest,Ohio,2018,Death Penalty,5.104338765,1
Midwest,South Dakota,2018,Death Penalty,1.365656915,1
Midwest,Indiana,2019,Death Penalty,5.599936663,1
Midwest,Kansas,2019,Death Penalty,3.604142911,1
Midwest,Missouri,2019,Death Penalty,9.254691053,1
Midwest,Nebraska,2019,Death Penalty,2.326293109,1
Midwest,Ohio,2019,Death Penalty,4.602578471,1
Midwest,South Dakota,2019,Death Penalty,1.921644385,1
Midwest,Indiana,2020,Death Penalty,7.5,1
Midwest,Kansas,2020,Death Penalty,3.4,1
Midwest,Missouri,2020,Death Penalty,11.8,1
Midwest,Nebraska,2020,Death Penalty,3.6,1
Midwest,Ohio,2020,Death Penalty,7,1
Midwest,South Dakota,2020,Death Penalty,4.5,1
Northeast,Connecticut,2005,Death Penalty,3,1
Northeast,New Hampshire,2005,Death Penalty,1.45,1
Northeast,New Jersey,2005,Death Penalty,4.79,1
Northeast,Pennsylvania,2005,Death Penalty,6.09,1
Northeast,Connecticut,2006,Death Penalty,3.91,1
Northeast,New Hampshire,2006,Death Penalty,0.99,1
Northeast,New Jersey,2006,Death Penalty,4.89,1
Northeast,Pennsylvania,2006,Death Penalty,5.96,1
Northeast,Connecticut,2007,Death Penalty,3.23,1
Northeast,New Hampshire,2007,Death Penalty,0.91,1
Northeast,Pennsylvania,2007,Death Penalty,5.83,1
Northeast,Connecticut,2008,Death Penalty,3.77,1
Northeast,New Hampshire,2008,Death Penalty,1.06,1
Northeast,Pennsylvania,2008,Death Penalty,5.66,1
Northeast,Connecticut,2009,Death Penalty,3.01,1
Northeast,New Hampshire,2009,Death Penalty,0.83,1
Northeast,Pennsylvania,2009,Death Penalty,5.27,1
Northeast,Connecticut,2010,Death Penalty,3.72,1
Northeast,New Hampshire,2010,Death Penalty,0.99,1
Northeast,Pennsylvania,2010,Death Penalty,5.13,1
Northeast,Connecticut,2011,Death Penalty,3.6,1
Northeast,New Hampshire,2011,Death Penalty,1.21,1
Northeast,Pennsylvania,2011,Death Penalty,5.01,1
Northeast,New Hampshire,2012,Death Penalty,1.13,1
Northeast,Pennsylvania,2012,Death Penalty,5.54,1
Northeast,New Hampshire,2013,Death Penalty,1.59,1
Northeast,Pennsylvania,2013,Death Penalty,4.78,1
Northeast,New Hampshire,2014,Death Penalty,0.9,1
Northeast,Pennsylvania,2014,Death Penalty,4.8,1
Northeast,New Hampshire,2015,Death Penalty,1.13,1
Northeast,Pennsylvania,2015,Death Penalty,5.2,1
Northeast,New Hampshire,2016,Death Penalty,1.42,1
Northeast,Pennsylvania,2016,Death Penalty,5.27,1
Northeast,New Hampshire,2017,Death Penalty,0.963129192,1
Northeast,Pennsylvania,2017,Death Penalty,5.801204602,1
Northeast,New Hampshire,2018,Death Penalty,1.551573184,1
Northeast,Pennsylvania,2018,Death Penalty,6.124558840,1
Northeast,New Hampshire,2019,Death Penalty,2.426986323,1
Northeast,Pennsylvania,2019,Death Penalty,5.225750467,1
South,Alabama,2005,Death Penalty,8.22,1
South,Arkansas,2005,Death Penalty,6.81,1
South,Delaware,2005,Death Penalty,4.4,1
South,Florida,2005,Death Penalty,4.97,1
South,Georgia,2005,Death Penalty,6.18,1
South,Kentucky,2005,Death Penalty,4.55,1
South,Louisiana,2005,Death Penalty,9.98,1
South,Maryland,2005,Death Penalty,9.88,1
South,Mississippi,2005,Death Penalty,7.36,1
South,North Carolina,2005,Death Penalty,6.75,1
South,Oklahoma,2005,Death Penalty,5.28,1
South,South Carolina,2005,Death Penalty,7.39,1
South,Tennessee,2005,Death Penalty,7.24,1
South,Texas,2005,Death Penalty,6.14,1
South,Virginia,2005,Death Penalty,6.05,1
South,Alabama,2006,Death Penalty,8.31,1
South,Arkansas,2006,Death Penalty,7.29,1
South,Delaware,2006,Death Penalty,4.92,1
South,Florida,2006,Death Penalty,6.24,1
South,Georgia,2006,Death Penalty,6.46,1
South,Kentucky,2006,Death Penalty,4.11,1
South,Louisiana,2006,Death Penalty,12.94,1
South,Maryland,2006,Death Penalty,9.72,1
South,Mississippi,2006,Death Penalty,7.94,1
South,North Carolina,2006,Death Penalty,6.09,1
South,Oklahoma,2006,Death Penalty,5.87,1
South,South Carolina,2006,Death Penalty,8.38,1
South,Tennessee,2006,Death Penalty,6.94,1
South,Texas,2006,Death Penalty,5.9,1
South,Virginia,2006,Death Penalty,5.27,1
South,Alabama,2007,Death Penalty,8.9,1
South,Arkansas,2007,Death Penalty,6.98,1
South,Delaware,2007,Death Penalty,4.51,1
South,Florida,2007,Death Penalty,6.59,1
South,Georgia,2007,Death Penalty,7.54,1
South,Kentucky,2007,Death Penalty,4.86,1
South,Louisiana,2007,Death Penalty,14.56,1
South,Maryland,2007,Death Penalty,9.86,1
South,Mississippi,2007,Death Penalty,6.92,1
South,North Carolina,2007,Death Penalty,6.45,1
South,Oklahoma,2007,Death Penalty,6.19,1
South,South Carolina,2007,Death Penalty,8.26,1
South,Tennessee,2007,Death Penalty,6.58,1
South,Texas,2007,Death Penalty,5.94,1
South,Virginia,2007,Death Penalty,5.38,1
South,Alabama,2008,Death Penalty,7.53,1
South,Arkansas,2008,Death Penalty,5.78,1
South,Delaware,2008,Death Penalty,6.53,1
South,Florida,2008,Death Penalty,6.37,1
South,Georgia,2008,Death Penalty,6.61,1
South,Kentucky,2008,Death Penalty,4.71,1
South,Louisiana,2008,Death Penalty,12.33,1
South,Maryland,2008,Death Penalty,8.75,1
South,Mississippi,2008,Death Penalty,8.03,1
South,North Carolina,2008,Death Penalty,6.5,1
South,Oklahoma,2008,Death Penalty,5.9,1
South,South Carolina,2008,Death Penalty,6.85,1
South,Tennessee,2008,Death Penalty,6.63,1
South,Texas,2008,Death Penalty,5.63,1
South,Virginia,2008,Death Penalty,4.76,1
South,Alabama,2009,Death Penalty,6.84,1
South,Arkansas,2009,Death Penalty,6.19,1
South,Delaware,2009,Death Penalty,4.63,1
South,Florida,2009,Death Penalty,5.49,1
South,Georgia,2009,Death Penalty,5.76,1
South,Kentucky,2009,Death Penalty,4.27,1
South,Louisiana,2009,Death Penalty,11.78,1
South,Maryland,2009,Death Penalty,7.72,1
South,Mississippi,2009,Death Penalty,6.57,1
South,North Carolina,2009,Death Penalty,5.21,1
South,Oklahoma,2009,Death Penalty,6.35,1
South,South Carolina,2009,Death Penalty,6.69,1
South,Tennessee,2009,Death Penalty,7.43,1
South,Texas,2009,Death Penalty,5.37,1
South,Virginia,2009,Death Penalty,4.69,1
South,Alabama,2010,Death Penalty,5.75,1
South,Arkansas,2010,Death Penalty,4.59,1
South,Delaware,2010,Death Penalty,5.67,1
South,Florida,2010,Death Penalty,5.24,1
South,Georgia,2010,Death Penalty,5.71,1
South,Kentucky,2010,Death Penalty,4.32,1
South,Louisiana,2010,Death Penalty,11,1
South,Maryland,2010,Death Penalty,7.36,1
South,Mississippi,2010,Death Penalty,6.87,1
South,North Carolina,2010,Death Penalty,4.96,1
South,Oklahoma,2010,Death Penalty,5.19,1
South,South Carolina,2010,Death Penalty,5.71,1
South,Tennessee,2010,Death Penalty,5.65,1
South,Texas,2010,Death Penalty,4.95,1
South,Virginia,2010,Death Penalty,4.69,1
South,Alabama,2011,Death Penalty,6.22,1
South,Arkansas,2011,Death Penalty,5.44,1
South,Delaware,2011,Death Penalty,5.29,1
South,Florida,2011,Death Penalty,5.16,1
South,Georgia,2011,Death Penalty,5.59,1
South,Kentucky,2011,Death Penalty,3.46,1
South,Louisiana,2011,Death Penalty,11.06,1
South,Maryland,2011,Death Penalty,6.83,1
South,Mississippi,2011,Death Penalty,7.79,1
South,North Carolina,2011,Death Penalty,5.16,1
South,Oklahoma,2011,Death Penalty,5.6,1
South,South Carolina,2011,Death Penalty,6.85,1
South,Tennessee,2011,Death Penalty,5.94,1
South,Texas,2011,Death Penalty,4.41,1
South,Virginia,2011,Death Penalty,3.75,1
South,Alabama,2012,Death Penalty,7.1,1
South,Arkansas,2012,Death Penalty,5.9,1
South,Delaware,2012,Death Penalty,6.11,1
South,Florida,2012,Death Penalty,5.22,1
South,Georgia,2012,Death Penalty,5.88,1
South,Kentucky,2012,Death Penalty,4.59,1
South,Louisiana,2012,Death Penalty,10.63,1
South,Maryland,2012,Death Penalty,6.34,1
South,Mississippi,2012,Death Penalty,7.13,1
South,North Carolina,2012,Death Penalty,4.91,1
South,Oklahoma,2012,Death Penalty,5.77,1
South,South Carolina,2012,Death Penalty,7.03,1
South,Tennessee,2012,Death Penalty,6.2,1
South,Texas,2012,Death Penalty,4.41,1
South,Virginia,2012,Death Penalty,3.93,1
South,Alabama,2013,Death Penalty,7.16,1
South,Arkansas,2013,Death Penalty,5.34,1
South,Delaware,2013,Death Penalty,4.43,1
South,Florida,2013,Death Penalty,4.96,1
South,Georgia,2013,Death Penalty,5.63,1
South,Kentucky,2013,Death Penalty,3.91,1
South,Louisiana,2013,Death Penalty,10.67,1
South,Mississippi,2013,Death Penalty,7.25,1
South,North Carolina,2013,Death Penalty,4.7,1
South,Oklahoma,2013,Death Penalty,5.14,1
South,South Carolina,2013,Death Penalty,6.39,1
South,Tennessee,2013,Death Penalty,5.16,1
South,Texas,2013,Death Penalty,4.3,1
South,Virginia,2013,Death Penalty,3.87,1
South,Alabama,2014,Death Penalty,5.69,1
South,Arkansas,2014,Death Penalty,5.56,1
South,Delaware,2014,Death Penalty,5.77,1
South,Florida,2014,Death Penalty,5.78,1
South,Georgia,2014,Death Penalty,5.74,1
South,Kentucky,2014,Death Penalty,3.63,1
South,Louisiana,2014,Death Penalty,10.26,1
South,Mississippi,2014,Death Penalty,8.62,1
South,North Carolina,2014,Death Penalty,5.13,1
South,Oklahoma,2014,Death Penalty,4.51,1
South,South Carolina,2014,Death Penalty,6.44,1
South,Tennessee,2014,Death Penalty,5.66,1
South,Texas,2014,Death Penalty,4.39,1
South,Virginia,2014,Death Penalty,4.06,1
South,Alabama,2015,Death Penalty,7.17,1
South,Arkansas,2015,Death Penalty,6.35,1
South,Delaware,2015,Death Penalty,6.57,1
South,Florida,2015,Death Penalty,5.14,1
South,Georgia,2015,Death Penalty,6.1,1
South,Kentucky,2015,Death Penalty,4.95,1
South,Louisiana,2015,Death Penalty,10.54,1
South,Mississippi,2015,Death Penalty,8.46,1
South,North Carolina,2015,Death Penalty,5.15,1
South,Oklahoma,2015,Death Penalty,6.14,1
South,South Carolina,2015,Death Penalty,8.31,1
South,Tennessee,2015,Death Penalty,6.34,1
South,Texas,2015,Death Penalty,4.8,1
South,Virginia,2015,Death Penalty,4.66,1
South,Alabama,2016,Death Penalty,8.37,1
South,Arkansas,2016,Death Penalty,7.26,1
South,Florida,2016,Death Penalty,5.38,1
South,Georgia,2016,Death Penalty,6.61,1
South,Kentucky,2016,Death Penalty,5.97,1
South,Louisiana,2016,Death Penalty,11.84,1
South,Mississippi,2016,Death Penalty,7.94,1
South,North Carolina,2016,Death Penalty,6.68,1
South,Oklahoma,2016,Death Penalty,6.3,1
South,South Carolina,2016,Death Penalty,7.22,1
South,Tennessee,2016,Death Penalty,7.44,1
South,Texas,2016,Death Penalty,5.3,1
South,Virginia,2016,Death Penalty,5.73,1
South,Alabama,2017,Death Penalty,8.594660234,1
South,Arkansas,2017,Death Penalty,8.291716575,1
South,Florida,2017,Death Penalty,5.038897236,1
South,Georgia,2017,Death Penalty,6.539867503,1
South,Kentucky,2017,Death Penalty,5.949876445,1
South,Louisiana,2017,Death Penalty,12.33188705,1
South,Mississippi,2017,Death Penalty,6.355231342,1
South,North Carolina,2017,Death Penalty,6.056003427,1
South,Oklahoma,2017,Death Penalty,6.179055291,1
South,South Carolina,2017,Death Penalty,7.567883416,1
South,Tennessee,2017,Death Penalty,8.019325083,1
South,Texas,2017,Death Penalty,4.960682268,1
South,Virginia,2017,Death Penalty,5.5521383,1
South,Alabama,2018,Death Penalty,7.835722342,1
South,Arkansas,2018,Death Penalty,7.376069572,1
South,Florida,2018,Death Penalty,5.210805318,1
South,Georgia,2018,Death Penalty,6.155379473,1
South,Kentucky,2018,Death Penalty,5.603932436,1
South,Louisiana,2018,Death Penalty,11.438529173,1
South,Mississippi,2018,Death Penalty,7.178750897,1
South,North Carolina,2018,Death Penalty,5.529004880,1
South,Oklahoma,2018,Death Penalty,5.456527339,1
South,South Carolina,2018,Death Penalty,8.083937629,1
South,Tennessee,2018,Death Penalty,7.501885439,1
South,Texas,2018,Death Penalty,4.635214229,1
South,Virginia,2018,Death Penalty,4.905140234,1
South,Alabama,2019,Death Penalty,7.301376554,1
South,Arkansas,2019,Death Penalty,8.019076123,1
South,Florida,2019,Death Penalty,5.224014057,1
South,Georgia,2019,Death Penalty,6.159686771,1
South,Kentucky,2019,Death Penalty,4.946646722,1
South,Louisiana,2019,Death Penalty,11.701959691,1
South,Mississippi,2019,Death Penalty,11.155355461,1
South,North Carolina,2019,Death Penalty,6.025886139,1
South,Oklahoma,2019,Death Penalty,6.722313608,1
South,South Carolina,2019,Death Penalty,9.011959103,1
South,Tennessee,2019,Death Penalty,7.292243542,1
South,Texas,2019,Death Penalty,4.859310879,1
South,Virginia,2019,Death Penalty,4.990909164,1
South,Alabama,2020,Death Penalty,9.6,1
South,Arkansas,2020,Death Penalty,10.6,1
South,Florida,2020,Death Penalty,5.9,1
South,Georgia,2020,Death Penalty,8.8,1
South,Kentucky,2020,Death Penalty,7.2,1
South,Louisiana,2020,Death Penalty,15.8,1
South,Mississippi,2020,Death Penalty,10.6,1
South,North Carolina,2020,Death Penalty,8,1
South,Oklahoma,2020,Death Penalty,7.4,1
South,South Carolina,2020,Death Penalty,10.5,1
South,Tennessee,2020,Death Penalty,9.6,1
South,Texas,2020,Death Penalty,6.6,1
South,Virginia,2020,Death Penalty,6.1,1
West,Wyoming,2004,Death Penalty,2.17,1
West,Arizona,2005,Death Penalty,7.48,1
West,California,2005,Death Penalty,6.92,1
West,Colorado,2005,Death Penalty,3.71,1
West,Idaho,2005,Death Penalty,2.45,1
West,Montana,2005,Death Penalty,1.93,1
West,Nevada,2005,Death Penalty,8.54,1
West,New Mexico,2005,Death Penalty,7.48,1
West,Oregon,2005,Death Penalty,2.2,1
West,Utah,2005,Death Penalty,2.25,1
West,Washington,2005,Death Penalty,3.26,1
West,Wyoming,2005,Death Penalty,2.75,1
West,Arizona,2006,Death Penalty,8.64,1
West,California,2006,Death Penalty,6.82,1
West,Colorado,2006,Death Penalty,3.6,1
West,Idaho,2006,Death Penalty,2.39,1
West,Montana,2006,Death Penalty,3.49,1
West,Nevada,2006,Death Penalty,9.06,1
West,New Mexico,2006,Death Penalty,6.86,1
West,Oregon,2006,Death Penalty,2.38,1
West,Utah,2006,Death Penalty,2,1
West,Washington,2006,Death Penalty,3.08,1
West,Wyoming,2006,Death Penalty,2.52,1
West,Arizona,2007,Death Penalty,8.65,1
West,California,2007,Death Penalty,6.19,1
West,Colorado,2007,Death Penalty,3.19,1
West,Idaho,2007,Death Penalty,3.27,1
West,Montana,2007,Death Penalty,2.82,1
West,Nevada,2007,Death Penalty,7.52,1
West,New Mexico,2007,Death Penalty,9.29,1
West,Oregon,2007,Death Penalty,2.03,1
West,Utah,2007,Death Penalty,2.23,1
West,Washington,2007,Death Penalty,2.69,1
West,Wyoming,2007,Death Penalty,4.02,1
West,Arizona,2008,Death Penalty,7.11,1
West,California,2008,Death Penalty,5.83,1
West,Colorado,2008,Death Penalty,3.34,1
West,Idaho,2008,Death Penalty,1.51,1
West,Montana,2008,Death Penalty,4.13,1
West,Nevada,2008,Death Penalty,6.35,1
West,New Mexico,2008,Death Penalty,8.11,1
West,Oregon,2008,Death Penalty,2.3,1
West,Utah,2008,Death Penalty,1.5,1
West,Washington,2008,Death Penalty,2.95,1
West,Wyoming,2008,Death Penalty,2.25,1
West,Arizona,2009,Death Penalty,5.76,1
West,California,2009,Death Penalty,5.34,1
West,Colorado,2009,Death Penalty,3.16,1
West,Idaho,2009,Death Penalty,1.55,1
West,Montana,2009,Death Penalty,3.28,1
West,Nevada,2009,Death Penalty,5.9,1
West,Oregon,2009,Death Penalty,2.3,1
West,Utah,2009,Death Penalty,1.4,1
West,Washington,2009,Death Penalty,2.85,1
West,Wyoming,2009,Death Penalty,2.02,1
West,Arizona,2010,Death Penalty,6.36,1
West,California,2010,Death Penalty,4.84,1
West,Colorado,2010,Death Penalty,2.56,1
West,Idaho,2010,Death Penalty,1.4,1
West,Montana,2010,Death Penalty,2.52,1
West,Nevada,2010,Death Penalty,5.84,1
West,Oregon,2010,Death Penalty,2.5,1
West,Utah,2010,Death Penalty,1.91,1
West,Washington,2010,Death Penalty,2.28,1
West,Wyoming,2010,Death Penalty,1.42,1
West,Arizona,2011,Death Penalty,6.14,1
West,California,2011,Death Penalty,4.76,1
West,Colorado,2011,Death Penalty,3.03,1
West,Idaho,2011,Death Penalty,2.21,1
West,Montana,2011,Death Penalty,2.91,1
West,Nevada,2011,Death Penalty,5.11,1
West,Oregon,2011,Death Penalty,2.17,1
West,Utah,2011,Death Penalty,1.78,1
West,Washington,2011,Death Penalty,2.39,1
West,Wyoming,2011,Death Penalty,3.17,1
West,Arizona,2012,Death Penalty,5.46,1
West,California,2012,Death Penalty,4.96,1
West,Colorado,2012,Death Penalty,2.93,1
West,Idaho,2012,Death Penalty,1.88,1
West,Montana,2012,Death Penalty,2.88,1
West,Nevada,2012,Death Penalty,4.5,1
West,Oregon,2012,Death Penalty,2.33,1
West,Utah,2012,Death Penalty,1.82,1
West,Washington,2012,Death Penalty,3.15,1
West,Wyoming,2012,Death Penalty,2.43,1
West,Arizona,2013,Death Penalty,5.35,1
West,California,2013,Death Penalty,4.54,1
West,Colorado,2013,Death Penalty,3.3,1
West,Idaho,2013,Death Penalty,1.8,1
West,Montana,2013,Death Penalty,2.27,1
West,Nevada,2013,Death Penalty,5.84,1
West,Oregon,2013,Death Penalty,2.09,1
West,Utah,2013,Death Penalty,1.76,1
West,Washington,2013,Death Penalty,2.39,1
West,Wyoming,2013,Death Penalty,2.91,1
West,Arizona,2014,Death Penalty,4.74,1
West,California,2014,Death Penalty,4.38,1
West,Colorado,2014,Death Penalty,2.82,1
West,Idaho,2014,Death Penalty,1.96,1
West,Montana,2014,Death Penalty,3.61,1
West,Nevada,2014,Death Penalty,5.99,1
West,Oregon,2014,Death Penalty,2.04,1
West,Utah,2014,Death Penalty,2.28,1
West,Washington,2014,Death Penalty,2.46,1
West,Wyoming,2014,Death Penalty,2.74,1
West,Arizona,2015,Death Penalty,4.49,1
West,California,2015,Death Penalty,4.77,1
West,Colorado,2015,Death Penalty,3.17,1
West,Idaho,2015,Death Penalty,1.94,1
West,Montana,2015,Death Penalty,3.68,1
West,Nevada,2015,Death Penalty,6.17,1
West,Oregon,2015,Death Penalty,2.73,1
West,Utah,2015,Death Penalty,1.91,1
West,Washington,2015,Death Penalty,3.04,1
West,Wyoming,2015,Death Penalty,2.73,1
West,Arizona,2016,Death Penalty,5.63,1
West,California,2016,Death Penalty,4.91,1
West,Colorado,2016,Death Penalty,3.42,1
West,Idaho,2016,Death Penalty,2.92,1
West,Montana,2016,Death Penalty,3.56,1
West,Nevada,2016,Death Penalty,7.76,1
West,Oregon,2016,Death Penalty,2.84,1
West,Utah,2016,Death Penalty,2.43,1
West,Washington,2016,Death Penalty,2.68,1
West,Wyoming,2016,Death Penalty,3.42,1
West,Arizona,2017,Death Penalty,5.986770089,1
West,California,2017,Death Penalty,4.644746795,1
West,Colorado,2017,Death Penalty,3.953060434,1
West,Idaho,2017,Death Penalty,2.443417433,1
West,Montana,2017,Death Penalty,3.893304466,1
West,Nevada,2017,Death Penalty,8.94898239,1
West,Oregon,2017,Death Penalty,2.532199937,1
West,Utah,2017,Death Penalty,2.384698229,1
West,Washington,2017,Death Penalty,3.043593962,1
West,Wyoming,2017,Death Penalty,2.418237657,1
West,Arizona,2018,Death Penalty,5.350638668,1
West,California,2018,Death Penalty,4.406817080,1
West,Colorado,2018,Death Penalty,3.777704410,1
West,Idaho,2018,Death Penalty,1.942262256,1
West,Montana,2018,Death Penalty,3.488377574,1
West,Nevada,2018,Death Penalty,6.672522190,1
West,Oregon,2018,Death Penalty,2.056488388,1
West,Utah,2018,Death Penalty,1.997748569,1
West,Wyoming,2018,Death Penalty,2.423818518,1
West,Arizona,2019,Death Penalty,5.014620022,1
West,California,2019,Death Penalty,4.277157476,1
West,Colorado,2019,Death Penalty,3.785552941,1
West,Idaho,2019,Death Penalty,1.958518577,1
West,Montana,2019,Death Penalty,2.526249605,1
West,Nevada,2019,Death Penalty,4.642621997,1
West,Oregon,2019,Death Penalty,2.750290025,1
West,Utah,2019,Death Penalty,2.245818567,1
West,Wyoming,2019,Death Penalty,2.246185372,1
West,Arizona,2020,Death Penalty,6.9,1
West,Idaho,2020,Death Penalty,2.2,1
West,Montana,2020,Death Penalty,5,1
West,Nevada,2020,Death Penalty,5.7,1
West,Utah,2020,Death Penalty,3.1,1
West,Wyoming,2020,Death Penalty,3.1,1
Northeast,Pennsylvania,2020,Governor-imposed moratorium,7.9,1
West,California,2020,Governor-imposed moratorium,5.6,1
West,Oregon,2020,Governor-imposed moratorium,2.9,1
Midwest,Wisconsin,2004,No Death Penalty,2.8,1
Midwest,Iowa,2005,No Death Penalty,1.35,1
Midwest,Michigan,2005,No Death Penalty,6.23,1
Midwest,Minnesota,2005,No Death Penalty,2.24,1
Midwest,North Dakota,2005,No Death Penalty,1.89,1
Midwest,Wisconsin,2005,No Death Penalty,3.73,1
Midwest,Iowa,2006,No Death Penalty,1.84,1
Midwest,Michigan,2006,No Death Penalty,7.14,1
Midwest,Minnesota,2006,No Death Penalty,2.44,1
Midwest,North Dakota,2006,No Death Penalty,2.2,1
Midwest,Wisconsin,2006,No Death Penalty,2.97,1
Midwest,Iowa,2007,No Death Penalty,1.31,1
Midwest,Michigan,2007,No Death Penalty,6.56,1
Midwest,Minnesota,2007,No Death Penalty,2.23,1
Midwest,North Dakota,2007,No Death Penalty,2.66,1
Midwest,Wisconsin,2007,No Death Penalty,3.3,1
Midwest,Iowa,2008,No Death Penalty,2.56,1
Midwest,Michigan,2008,No Death Penalty,5.54,1
Midwest,Minnesota,2008,No Death Penalty,2.11,1
Midwest,North Dakota,2008,No Death Penalty,1.71,1
Midwest,Wisconsin,2008,No Death Penalty,2.59,1
Midwest,Iowa,2009,No Death Penalty,1.26,1
Midwest,Michigan,2009,No Death Penalty,6.25,1
Midwest,Minnesota,2009,No Death Penalty,1.41,1
Midwest,North Dakota,2009,No Death Penalty,1.86,1
Midwest,Wisconsin,2009,No Death Penalty,2.58,1
Midwest,Iowa,2010,No Death Penalty,1.25,1
Midwest,Michigan,2010,No Death Penalty,5.87,1
Midwest,Minnesota,2010,No Death Penalty,1.81,1
Midwest,North Dakota,2010,No Death Penalty,1.48,1
Midwest,Wisconsin,2010,No Death Penalty,2.72,1
Midwest,Illinois,2011,No Death Penalty,6.07,1
Midwest,Iowa,2011,No Death Penalty,1.44,1
Midwest,Michigan,2011,No Death Penalty,6.25,1
Midwest,Minnesota,2011,No Death Penalty,1.4,1
Midwest,North Dakota,2011,No Death Penalty,3.5,1
Midwest,Wisconsin,2011,No Death Penalty,2.42,1
Midwest,Illinois,2012,No Death Penalty,5.98,1
Midwest,Iowa,2012,No Death Penalty,1.59,1
Midwest,Michigan,2012,No Death Penalty,7.09,1
Midwest,Minnesota,2012,No Death Penalty,1.84,1
Midwest,North Dakota,2012,No Death Penalty,3.56,1
Midwest,Wisconsin,2012,No Death Penalty,2.95,1
Midwest,Illinois,2013,No Death Penalty,5.6,1
Midwest,Iowa,2013,No Death Penalty,1.33,1
Midwest,Michigan,2013,No Death Penalty,6.31,1
Midwest,Minnesota,2013,No Death Penalty,2.1,1
Midwest,North Dakota,2013,No Death Penalty,2.21,1
Midwest,Wisconsin,2013,No Death Penalty,2.84,1
Midwest,Illinois,2014,No Death Penalty,5.32,1
Midwest,Iowa,2014,No Death Penalty,1.93,1
Midwest,Michigan,2014,No Death Penalty,5.4,1
Midwest,Minnesota,2014,No Death Penalty,1.61,1
Midwest,North Dakota,2014,No Death Penalty,2.98,1
Midwest,Wisconsin,2014,No Death Penalty,2.87,1
Midwest,Illinois,2015,No Death Penalty,5.87,1
Midwest,Iowa,2015,No Death Penalty,2.34,1
Midwest,Michigan,2015,No Death Penalty,5.9,1
Midwest,Minnesota,2015,No Death Penalty,2.43,1
Midwest,North Dakota,2015,No Death Penalty,2.77,1
Midwest,Wisconsin,2015,No Death Penalty,4.16,1
Midwest,Illinois,2016,No Death Penalty,8.27,1
Midwest,Iowa,2016,No Death Penalty,2.33,1
Midwest,Michigan,2016,No Death Penalty,6.16,1
Midwest,Minnesota,2016,No Death Penalty,1.83,1
Midwest,North Dakota,2016,No Death Penalty,2.12,1
Midwest,Wisconsin,2016,No Death Penalty,4.02,1
Midwest,Illinois,2017,No Death Penalty,7.687978504,1
Midwest,Iowa,2017,No Death Penalty,3.117408276,1
Midwest,Michigan,2017,No Death Penalty,5.703433296,1
Midwest,Minnesota,2017,No Death Penalty,2.0473568,1
Midwest,North Dakota,2017,No Death Penalty,1.324194625,1
Midwest,Wisconsin,2017,No Death Penalty,3.314887939,1
Midwest,Illinois,2018,No Death Penalty,7.089483349,1
Midwest,Iowa,2018,No Death Penalty,2.223197606,1
Midwest,Michigan,2018,No Death Penalty,5.558854143,1
Midwest,Minnesota,2018,No Death Penalty,1.908584510,1
Midwest,North Dakota,2018,No Death Penalty,2.374419586,1
Midwest,Wisconsin,2018,No Death Penalty,3.013393587,1
Midwest,Illinois,2019,No Death Penalty,6.565749311,1
Midwest,Iowa,2019,No Death Penalty,1.901701072,1
Midwest,Michigan,2019,No Death Penalty,5.567317125,1
Midwest,Minnesota,2019,No Death Penalty,2.074603449,1
Midwest,North Dakota,2019,No Death Penalty,3.149350053,1
Midwest,Wisconsin,2019,No Death Penalty,3.005615864,1
Midwest,Illinois,2020,No Death Penalty,9.1,1
Midwest,Iowa,2020,No Death Penalty,3.5,1
Midwest,Michigan,2020,No Death Penalty,7.6,1
Midwest,Minnesota,2020,No Death Penalty,3.4,1
Midwest,North Dakota,2020,No Death Penalty,4.2,1
Midwest,Wisconsin,2020,No Death Penalty,5.3,1
Northeast,Maine,2005,No Death Penalty,1.44,1
Northeast,Massachusetts,2005,No Death Penalty,2.77,1
Northeast,New York,2005,No Death Penalty,4.52,1
Northeast,Rhode Island,2005,No Death Penalty,3.17,1
Northeast,Vermont,2005,No Death Penalty,1.29,1
Northeast,Maine,2006,No Death Penalty,1.74,1
Northeast,Massachusetts,2006,No Death Penalty,2.92,1
Northeast,New York,2006,No Death Penalty,4.78,1
Northeast,Rhode Island,2006,No Death Penalty,2.53,1
Northeast,Vermont,2006,No Death Penalty,2.24,1
Northeast,Maine,2007,No Death Penalty,1.52,1
